entrancia,comarca,serventia,codigo_cnj
INTERMEDIÁRIA,CATALÃO,2º Juizado Especial Cível e Criminal,13724
INTERMEDIÁRIA,CATALÃO,Vara de Fazendas Públicas e Registros Públicos,86177
INTERMEDIÁRIA,CAVALCANTE,Vara Judicial,11616
INTERMEDIÁRIA,CERES,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",11496
INTERMEDIÁRIA,CERES,"2ªVara (Cív, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri das Faz. Púb. e de Reg. Púb.)",11500
INTERMEDIÁRIA,CERES,CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83809
INTERMEDIÁRIA,CERES,Juizado Especial Cível e Criminal,13828
INTERMEDIÁRIA,CIDADE OCIDENTAL,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",13161
INTERMEDIÁRIA,CIDADE OCIDENTAL,1º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83781
INTERMEDIÁRIA,CIDADE OCIDENTAL,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",13300
INTERMEDIÁRIA,CIDADE OCIDENTAL,3º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83783
INTERMEDIÁRIA,CIDADE OCIDENTAL,9º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88294
INTERMEDIÁRIA,CIDADE OCIDENTAL,Juizado Especial Cível e Criminal,11619
INTERMEDIÁRIA,CIDADE OCIDENTAL,Vara Criminal,14597
INTERMEDIÁRIA,CRISTALINA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",11502
INTERMEDIÁRIA,CRISTALINA,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",11503
INTERMEDIÁRIA,CRISTALINA,Vara Criminal,14599
INTERMEDIÁRIA,CRIXÁS,Vara Judicial,73178
INTERMEDIÁRIA,FORMOSA,1ª Vara (Cível e da Inf. e da Juv.),11512
INTERMEDIÁRIA,FORMOSA,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib. Juri e execuções penais)",11524
INTERMEDIÁRIA,FORMOSA,2ª Vara Cível e Família e Sucessões,11515
INTERMEDIÁRIA,FORMOSA,2ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),13171
INTERMEDIÁRIA,FORMOSA,3ª Vara Cível e Família e Sucessões,79340
INTERMEDIÁRIA,FORMOSA,3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher),79341
INTERMEDIÁRIA,FORMOSA,8º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88293
INTERMEDIÁRIA,FORMOSA,Juizado Especial Cível e Criminal,11518
INTERMEDIÁRIA,FORMOSA,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",83860
INTERMEDIÁRIA,FORMOSA,Vara Regional de Execução Penal,79342
INTERMEDIÁRIA,GOIANÉSIA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",11528
INTERMEDIÁRIA,GOIANÉSIA,1ª Vara Criminal (crimes em geral e execuções penais),84077
INTERMEDIÁRIA,GOIANÉSIA,"2ª Vara Cível, Ambiental e Família e Sucessões",79343
INTERMEDIÁRIA,GOIANÉSIA,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",83930
INTERMEDIÁRIA,GOIANÉSIA,CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83810
INTERMEDIÁRIA,GOIANÉSIA,Juizado Especial Cível e Criminal,13799
INTERMEDIÁRIA,GOIANÉSIA,Vara das Fazendas Públicas e Registros Públicos,11530
INTERMEDIÁRIA,GOIANIRA,Juizado Especial Cível e Criminal,13834
INTERMEDIÁRIA,GOIANIRA,Vara Cível,88358
INTERMEDIÁRIA,GOIANIRA,Vara Criminal,87323
INTERMEDIÁRIA,GOIANIRA,"Vara Família e Sucessões, da Infância e da Juventude, Fazendas Públicas e de Registros Públicos",88359
INTERMEDIÁRIA,GOIÁS,11º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88731
INTERMEDIÁRIA,GOIÁS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",11533
INTERMEDIÁRIA,GOIÁS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",11535
INTERMEDIÁRIA,GOIÁS,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,11534
INTERMEDIÁRIA,GOIATUBA,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",52647
INTERMEDIÁRIA,GOIATUBA,"2ª Vara (Cív, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz.Púb.e de Reg.Pub)",11538
INTERMEDIÁRIA,GOIATUBA,Juizado Especial Cível e Criminal,11540
INTERMEDIÁRIA,GUAPÓ,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81448
INTERMEDIÁRIA,GUAPÓ,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81449
INTERMEDIÁRIA,HIDROLÂNDIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",12715
INTERMEDIÁRIA,HIDROLÂNDIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",84193
INTERMEDIÁRIA,INHUMAS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",88139
INTERMEDIÁRIA,INHUMAS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri - Execução Penal) e Juizado Especial Criminal",88141
INTERMEDIÁRIA,INHUMAS,Vara das Fazendas Públicas e Registros Públicos e Família e Sucessões,88140
INTERMEDIÁRIA,IPAMERI,"1ª Vara (Cível, Criminal - crime em geral e exec. penais - e da Infância e da Juventude)",11562
INTERMEDIÁRIA,IPAMERI,"2ª Vara (Cível, Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Fazendas Púb., de Reg. Púb. e Amb.)",13587
INTERMEDIÁRIA,IPAMERI,Juizado Especial Cível e Criminal,11563
INTERMEDIÁRIA,IPORÁ,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juventude)",52603
INTERMEDIÁRIA,IPORÁ,"2ª Vara (Cível, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz. Púb., de Reg. Púb. e Ambiental)",11570
INTERMEDIÁRIA,IPORÁ,Juizado Especial Cível e Criminal,11573
INTERMEDIÁRIA,ITABERAÍ,"1ª Vara Cível, Infância e da Juventude e Juizado Especial Cível",11491
INTERMEDIÁRIA,ITABERAÍ,"2ª Vara Cível, Família e Sucessões, das Fazendas Públicas e Registros Públicos",81236
INTERMEDIÁRIA,ITABERAÍ,"Vara Criminal (crimes em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri execução penal) e Juizado Especial Criminal.",83217
INTERMEDIÁRIA,ITAPURANGA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81450
INTERMEDIÁRIA,ITAPURANGA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81451
INTERMEDIÁRIA,ITUMBIARA,1ª Vara (Cív. e da Inf.e da Juv.),11466
INTERMEDIÁRIA,ITUMBIARA,1ª Vara Criminal (crimes em geral e execuções penais),11469
INTERMEDIÁRIA,ITUMBIARA,1º Juizado Especial Cível e Criminal,11471
INTERMEDIÁRIA,ITUMBIARA,2ª Vara (Cível e Ambiental),11463
INTERMEDIÁRIA,ITUMBIARA,"2ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib. Juri e crimes em geral)",13709
INTERMEDIÁRIA,ITUMBIARA,2º Juizado Especial Cível e Criminal,11475
INTERMEDIÁRIA,ITUMBIARA,5º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88216
INTERMEDIÁRIA,ITUMBIARA,Vara de Família e Sucessões,13577
INTERMEDIÁRIA,ITUMBIARA,Vara de Fazendas Públicas e de Registros Públicos,83931
INTERMEDIÁRIA,JARAGUÁ,"Vara Cível, Infância e Juventude e Juizado Especial Cível",84484
INTERMEDIÁRIA,JARAGUÁ,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri - Execução Penal) e Juizado Especial Criminal",84486
INTERMEDIÁRIA,JARAGUÁ,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,84485
INTERMEDIÁRIA,JATAÍ,1ª Vara Cível,86274
INTERMEDIÁRIA,JATAÍ,1ª Vara Criminal (crimes em geral e execuções penais),11622
INTERMEDIÁRIA,JATAÍ,2ª Vara Cível,86275
INTERMEDIÁRIA,JATAÍ,2ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri),13581
INTERMEDIÁRIA,JATAÍ,6º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88217
INTERMEDIÁRIA,JATAÍ,Juizado de Violência Doméstica e Familiar Contra a Mulher,77693
INTERMEDIÁRIA,JATAÍ,Juizado Especial Cível e Criminal,11539
INTERMEDIÁRIA,JATAÍ,Vara de Família e Sucessões,86277
INTERMEDIÁRIA,JATAÍ,"Vara de Fazendas Públicas, Registros Públicos e Infância e Juventude",86276
INTERMEDIÁRIA,JUSSARA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81452
INTERMEDIÁRIA,JUSSARA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81453
INTERMEDIÁRIA,LUZIÂNIA,10º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88730
INTERMEDIÁRIA,LUZIÂNIA,1ª Vara (Cível e da Faz. Púb. Estadual),11572
INTERMEDIÁRIA,LUZIÂNIA,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib do Juri e Execuções Penais)",11580
INTERMEDIÁRIA,LUZIÂNIA,1ª Vara de Família e Sucessões,11578
INTERMEDIÁRIA,LUZIÂNIA,1° Juizado de Violência Doméstica e Familiar contra a Mulher,79348
INTERMEDIÁRIA,LUZIÂNIA,1° Juizado Especial Cível e Criminal,11510
INTERMEDIÁRIA,LUZIÂNIA,"2ª Vara (Cível, da Faz. Púb. Mun., de Reg. Púb. e Amb.)",11576
INTERMEDIÁRIA,LUZIÂNIA,2ª Vara Criminal (crimes em geral),13176
INTERMEDIÁRIA,LUZIÂNIA,2ª Vara de Família e Sucessões,79350
INTERMEDIÁRIA,LUZIÂNIA,2° Juizado de Violência Doméstica e Familiar contra a Mulher,87316
INTERMEDIÁRIA,LUZIÂNIA,Juizado da Infância e da Juventude,13227
INTERMEDIÁRIA,MINAÇU,"Vara Cível, Infância e Juventude e Juizado Especial Cível",11525
INTERMEDIÁRIA,MINAÇU,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri, Execução Penal e Juizado Especial Criminal)",11541
INTERMEDIÁRIA,MINAÇU,Vara das Fazendas Públicas e Registro Público e de Família e Sucessões,13745
INTERMEDIÁRIA,MINEIROS,1ª Vara (Cível e da Inf. e da Juventude),11514
INTERMEDIÁRIA,MINEIROS,1ª Vara Criminal (Crimes em Geral e Execuções Penais),11519
INTERMEDIÁRIA,MINEIROS,1º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83767
INTERMEDIÁRIA,MINEIROS,"2ª Vara (Cív, das Faz Púb, de Reg Púb. e Amb.)",13600
INTERMEDIÁRIA,MINEIROS,"2ª Vara Criminal (Crimes em Geral, Crimes Dolosos contra a Vida e Presidência do Tribunal do Júri e Crimes Envolvendo Violência Doméstica - Lei 11.340/2006)",87320
INTERMEDIÁRIA,MINEIROS,2º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83768
INTERMEDIÁRIA,MINEIROS,Juizado Especial Cível e Criminal,11522
INTERMEDIÁRIA,MINEIROS,"Vara de Família, Sucessões e Cível",11517
INTERMEDIÁRIA,MORRINHOS,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",11543
INTERMEDIÁRIA,MORRINHOS,"2ª Vara (Cív. Criminal crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz. Púb. e de Reg. Púb. e Ambiental)",11545
INTERMEDIÁRIA,MORRINHOS,Juizado Especial Cível e Criminal,11547
INTERMEDIÁRIA,MOZARLÂNDIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81454
INTERMEDIÁRIA,MOZARLÂNDIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81455
INTERMEDIÁRIA,NERÓPOLIS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",85134
INTERMEDIÁRIA,NERÓPOLIS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",85135
INTERMEDIÁRIA,NIQUELÂNDIA,Vara Cível e Juizado Especial Cível,11552
INTERMEDIÁRIA,NIQUELÂNDIA,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri Execução Penal e Infância e Juventude Infracional) e Juizado Especial Criminal",13746
INTERMEDIÁRIA,NIQUELÂNDIA,"Vara de Família, Sucessões, da Infância e da Juventude Cível e das Fazendas Públicas e Registro Público",11550
INTERMEDIÁRIA,NOVO GAMA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",13162
INTERMEDIÁRIA,NOVO GAMA,"1ª Vara Criminal (Crimes em Geral, Crimes Dolosos Contra a Vida e Execução Penal) e Juizado Especial Criminal",84642
INTERMEDIÁRIA,NOVO GAMA,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental) e Juizado Especial Cível",84641
INTERMEDIÁRIA,NOVO GAMA,2ª Vara Criminal (crimes em geral e crimes envolvendo violência doméstica),84643
INTERMEDIÁRIA,PADRE BERNARDO,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81456
INTERMEDIÁRIA,PADRE BERNARDO,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81457
INTERMEDIÁRIA,PALMEIRAS DE GOIÁS,Vara Judicial,11554
INTERMEDIÁRIA,PIRACANJUBA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81458
INTERMEDIÁRIA,PIRACANJUBA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81459
INTERMEDIÁRIA,PIRENÓPOLIS,14º CEJUSC REGIONAL VIRTUAL DO INTERIOR,89660
INTERMEDIÁRIA,PIRENÓPOLIS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81460
INTERMEDIÁRIA,PIRENÓPOLIS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81461
INTERMEDIÁRIA,PIRES DO RIO,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81462
INTERMEDIÁRIA,PIRES DO RIO,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81463
INTERMEDIÁRIA,PLANALTINA,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",13163
INTERMEDIÁRIA,PLANALTINA,"1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica)",14601
INTERMEDIÁRIA,PLANALTINA,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",13304
INTERMEDIÁRIA,PLANALTINA,2ª Vara Criminal (crimes em geral),79701
INTERMEDIÁRIA,PLANALTINA,Juizado Especial Cível e Criminal,11608
INTERMEDIÁRIA,PORANGATU,15º CEJUSC REGIONAL VIRTUAL DO INTERIOR,89665
INTERMEDIÁRIA,PORANGATU,"1ª Vara Cível, de Família e Sucessões e da Infância e Juventude",11565
INTERMEDIÁRIA,PORANGATU,"2ª Vara Cível, das Fazendas Públicas e de Registros Públicos",11567
INTERMEDIÁRIA,PORANGATU,Juizado Especial Cível e Criminal,11569
INTERMEDIÁRIA,PORANGATU,Vara Criminal,87324
INTERMEDIÁRIA,POSSE,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível, de Registros Públicos, Ambiental e Juizado Especial Cível)",11571
INTERMEDIÁRIA,POSSE,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Especial Criminal)",79430
INTERMEDIÁRIA,QUIRINÓPOLIS,1ª Vara (Cível e da Inf. e da Juv.),11470
INTERMEDIÁRIA,QUIRINÓPOLIS,"2ª Vara (Cível, das Faz. Púb., de Reg. Púb. e Ambiental)",11472
INTERMEDIÁRIA,QUIRINÓPOLIS,Juizado Especial Cível e Criminal,11473
INTERMEDIÁRIA,QUIRINÓPOLIS,Vara Criminal,13601
INTERMEDIÁRIA,RIO VERDE,1ª Vara Cível,11474
INTERMEDIÁRIA,RIO VERDE,1ª Vara Criminal (Execução Penal),11480
INTERMEDIÁRIA,RIO VERDE,1ª Vara de Família e Sucessões,13579
INTERMEDIÁRIA,RIO VERDE,1º Juizado Especial Cível e Criminal,11482
INTERMEDIÁRIA,RIO VERDE,2ª Vara Cível,11478
INTERMEDIÁRIA,RIO VERDE,2ª Vara Criminal (crimes em geral),13704
INTERMEDIÁRIA,RIO VERDE,2ª Vara de Família e Sucessões,81188
INTERMEDIÁRIA,RIO VERDE,2º Juizado Especial Cível e Criminal,11485
INTERMEDIÁRIA,RIO VERDE,3ª Vara Cível,11479
INTERMEDIÁRIA,RIO VERDE,3ª Vara Criminal (crimes em geral),79783
INTERMEDIÁRIA,RIO VERDE,4ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri),87322
INTERMEDIÁRIA,RIO VERDE,7º CEJUSC REGIONAL VIRTUAL DO INTERIOR,88291
INTERMEDIÁRIA,RIO VERDE,Juizado da Infância e da Juventude,13705
INTERMEDIÁRIA,RIO VERDE,Juizado de Violência Doméstica e Familiar Contra a Mulher,11486
INTERMEDIÁRIA,RIO VERDE,"Vara das Faz. Púb., de Reg. Púb. e Amb.",13580
INTERMEDIÁRIA,RUBIATABA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",84266
INTERMEDIÁRIA,RUBIATABA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",84265
INTERMEDIÁRIA,SANTA HELENA DE GOIÁS,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",11489
INTERMEDIÁRIA,SANTA HELENA DE GOIÁS,"2ª Vara (Cív., Criminal – crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz. Púb. e de Reg. Púb.)",11490
INTERMEDIÁRIA,SANTA HELENA DE GOIÁS,Juizado Especial Cível e Criminal,13698
INTERMEDIÁRIA,SANTO ANTÔNIO DO DESCOBERTO,"1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)",13164
INTERMEDIÁRIA,SANTO ANTÔNIO DO DESCOBERTO,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",13305
INTERMEDIÁRIA,SANTO ANTÔNIO DO DESCOBERTO,Juizado Especial Cível e Criminal,11628
INTERMEDIÁRIA,SANTO ANTÔNIO DO DESCOBERTO,Vara Criminal,14600
INTERMEDIÁRIA,SÃO LUÍS DE MONTES BELOS,Vara Cível e Juizado Especial Cível,88136
INTERMEDIÁRIA,SÃO LUÍS DE MONTES BELOS,"Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri – Execução Penal) e Juizado Criminal",88138
INTERMEDIÁRIA,SÃO LUÍS DE MONTES BELOS,"Vara das Fazendas Públicas e Registros Públicos, Família e Sucessões e de Infância e da Juventude",88137
INTERMEDIÁRIA,SÃO MIGUEL DO ARAGUAIA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",81464
INTERMEDIÁRIA,SÃO MIGUEL DO ARAGUAIA,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",81465
INTERMEDIÁRIA,SENADOR CANEDO,1ª Vara Cível,13166
INTERMEDIÁRIA,SENADOR CANEDO,1ª Vara Criminal (crimes em geral e execuções penais),83771
INTERMEDIÁRIA,SENADOR CANEDO,2ª Vara Cível,13307
INTERMEDIÁRIA,SENADOR CANEDO,"2ª Vara Criminal (Crimes em geral, Crimes dolosos contra a vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)",79351
INTERMEDIÁRIA,SENADOR CANEDO,CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,83748
INTERMEDIÁRIA,SENADOR CANEDO,Juizado Especial Cível e Criminal,11591
INTERMEDIÁRIA,SENADOR CANEDO,"Vara de Família, Sucessões e Infância e Juventude",87313
INTERMEDIÁRIA,SENADOR CANEDO,"Vara de Fazendas Públicas, Registros Públicos e Ambiental",87312
INTERMEDIÁRIA,TRINDADE,1ª Vara (Cível e da Inf. e da Juv),12570
INTERMEDIÁRIA,TRINDADE,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib. Juri e Execução Penal)",13602
INTERMEDIÁRIA,TRINDADE,2ª Vara Cível e Ambiental,86456
INTERMEDIÁRIA,TRINDADE,2ª Vara Criminal (crimes em geral),79353
INTERMEDIÁRIA,TRINDADE,2º CEJUSC REGIONAL VIRTUAL DO INTERIOR,87909
INTERMEDIÁRIA,TRINDADE,3ª Vara Criminal (crimes em geral),87315
INTERMEDIÁRIA,TRINDADE,Juizado Especial Cível e Criminal,11495
INTERMEDIÁRIA,TRINDADE,Vara de Família e Sucessões,86457
INTERMEDIÁRIA,TRINDADE,Vara de Fazendas Públicas e Registros Públicos,86454
INTERMEDIÁRIA,URUAÇU,"1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)",52648
INTERMEDIÁRIA,URUAÇU,"2ª Vara (Cív., Criminal – crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri, das Faz. Púb. e de Reg. Pub.)",11498
INTERMEDIÁRIA,URUAÇU,Juizado Especial Cível e Criminal,11499
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,"1ª Vara Cível (Cível, Infância e Juventude)",13165
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,"1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica)",84640
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",13308
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,2ª Vara Criminal (crimes em geral),79355
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,2º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA,86657
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,3ª Vara de Família e Sucessões e das Fazendas Públicas,87966
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,"4ª Vara Cível, Família e Sucessões",89847
INTERMEDIÁRIA,VALPARAÍSO DE GOIÁS,Juizado Especial Cível e Criminal,11609
